site,ccv2m,ccv5m,chm,dem,disttowater,NDVI_max,NDVI_median,ndviresi,pisr_1,pisr_10,pisr_11,pisr_12,pisr_2,pisr_3,pisr_4,pisr_5,pisr_6,pisr_7,pisr_8,pisr_9,Pseudo_albedo,scd,shrubs,slope,snoweffect,snowresi,swi_suct2,swi_suct256,swi_suct64,swi_suct8,swi,tpi1000,tpi15,tpi250,tpi30,tpi500,tpi90,TWI_d8,TWI_Dinf,TWI_FD8f,watereffect,windexp,windexp100,ccv2m5,ccv5m5,chm5,eos1,eos3,moist_cv_july,moist_cv_summer,moist_max_july,moist_max_summer,moist_mean_july,moist_mean_summer,moist_min_july,moist_min_summer,moist_sd_july,moist_sd_summer,sos1,sos3,T1_FDD_days,T1_FDD,T1_ft,T1_GDD3_days,T1_GDD3,T1_GDD5_days,T1_GDD5,T1_max,T1_mean_1,T1_mean_10,T1_mean_11,T1_mean_12,T1_mean_2,T1_mean_3,T1_mean_4,T1_mean_5,T1_mean_6,T1_mean_7,T1_mean_8,T1_mean_9,T1_mean,T1_min,T1_TDD_days,T1_TDD,T3_FDD_days,T3_FDD,T3_frost,T3_ft,T3_GDD3_days,T3_GDD3,T3_GDD5_days,T3_GDD5,T3_max,T3_mean_1,T3_mean_10,T3_mean_11,T3_mean_12,T3_mean_2,T3_mean_3,T3_mean_4,T3_mean_5,T3_mean_6,T3_mean_7,T3_mean_8,T3_mean_9,T3_mean,T3_min,T3_TDD_days,T3_TDD,PCA1,PCA2,PCA3,PCA4,PCA5,PCA6,PCA7,PCA8,PCA9,PCA10,PCA11,PCA12,PCA13,PCA14,PCA15
MI151N,0,0,0,59384,215,679,531,-34,0,491,43,0,222,1217,3333,5603,6985,6374,4278,1978,1501,162,0,577,212,12,1363,1086,1158,1275,1248,-2137,-44,-259,-102,-734,-207,528,530,857,0,955,942,0,0,0,282.68,277.75,0.11,0.18,29.03,35.24,26.57,26.15,22.43,21.25,2.18,3.34,159.89,163.97,215.99,-196.23,3.49,111.48,924.38,90.32,818.91,14.2,-1.16,1.19,-0.56,-1.12,-0.99,-1.05,-0.8,-0.24,4.39,10.31,9.73,4.78,2.1,-1.41,159.28,959.88,231.08,-591.84,-8.95,82.77,110.07,1109.7,94.21,1049.24,28.46,-2.88,-1.84,-3.81,-3.74,-2.29,-2,-1.16,-0.11,8.35,12.38,10.69,4.4,1.46,-13.01,132.52,1134.95,-103,177,136,-98,3,42,-5,17,26,31,-67,22,61,14,-63
MI151E,0,0,0,59490,210,686,528,-26,0,375,42,0,218,788,2652,4908,6362,5723,3577,1421,1436,154,0,1440,112,4,1197,525,525,927,941,-1978,-19,-115,-51,-570,-141,407,399,531,0,978,977,0,0,0,282.46,277.39,0.11,0.16,25.31,30.4,22.39,22.74,18.79,18.89,2.13,3.07,159.33,163.93,218.72,-229.14,4.19,110.12,883.22,89.23,802.31,13.67,-1.3,1.09,-0.73,-1.18,-1.15,-1.2,-0.88,-0.39,4.07,10.1,9.5,4.7,2.02,-1.84,147.15,938.1,230.96,-618.16,-5.72,72.94,111.81,1131.17,95.91,1064.22,28.52,-3.11,-1.83,-3.65,-4.03,-2.69,-2.19,-1.32,-0.07,9.03,12.4,10.67,4.39,1.37,-12.95,135.64,1156.17,-96,217,115,-118,21,-37,-1,-13,8,27,-37,47,35,-11,-103
MI151S,0,0,0,59581,205,690,563,-21,0,380,43,0,220,896,2816,5082,6520,5882,3741,1536,1426,147,0,1268,12,-4,1155,722,722,798,841,-1878,10,-50,13,-506,-11,366,416,716,0,1004,1010,0,0,0,282.99,278.25,0.13,0.17,23.42,28.75,20.65,20.56,17.01,16.11,2.34,3.74,152.77,158.99,212.72,-297.19,5.47,114.32,916.83,91.44,825.63,13.49,-1.93,1.26,-0.78,-1.44,-2.07,-1.86,-1.11,-0.23,4.79,9.88,9.5,4.85,1.87,-3.24,149.18,958.12,216.69,-799.94,-9.12,94.57,120.7,1192.17,102.95,1136.49,28.66,-4.53,-1.85,-4.33,-4.99,-4.2,-3.33,-1.64,0.87,10.47,12.43,10.62,4.39,1.1,-14.07,150.05,1227.61,-91,118,37,-273,39,-101,55,-3,-34,56,-83,-8,-26,-74,-90
MI151W,0,0,0,59465,208,718,551,6,0,379,43,0,220,957,2945,5215,6641,6011,3879,1657,1455,155,0,1080,112,5,1242,895,895,1030,1051,-1845,-34,-29,-55,-485,-95,493,537,891,0,977,974,0,0,0,282.46,277.39,0.11,0.15,26.61,32.89,23.89,23.17,19.76,18.29,2.28,3.77,159.24,163.7,214.23,-202.35,4.49,109.08,892.38,88.04,809.6,14.03,-1.05,1.27,-0.65,-1.08,-1.06,-1.11,-0.79,-0.38,3.94,10.27,9.65,4.73,2.04,-1.71,154.55,943.46,229.68,-629.28,-5.79,72.28,112.01,1129.15,95.78,1053.65,28.46,-3.17,-1.78,-3.86,-4.07,-2.61,-2.14,-1.21,-0.04,8.99,12.38,10.52,4.36,1.38,-13.25,135.8,1159.73,-319,214,182,121,-146,-93,38,-5,65,42,-44,3,7,14,-41
MI169N,0,0,5,66869,210,586,487,-73,0,415,43,0,223,944,2839,5122,6561,5894,3748,1574,1745,141,0,1523,41,-12,557,521,521,521,524,4260,65,1381,117,2716,237,309,505,523,0,1099,1069,0,0,4,281.73,275.34,0.11,0.16,25.64,29.34,20.39,21.28,17.3,15.75,2.2,3.26,146.96,153.54,218.93,-808.54,8.23,111.6,894.62,88.42,794.78,14.9,-5.02,0.56,-2.07,-4.11,-5.98,-5.12,-2.86,-0.33,6.32,10.04,9.23,4.32,0.53,-7.8,145.86,944.83,217.41,-1343.66,-7.6,107.48,120.91,1143.33,99.45,1060.44,27.03,-8.13,-2.08,-5.79,-7.82,-7.81,-6.62,-3.27,1.17,9.85,11.89,10.15,3.95,-0.3,-17.56,148.46,1192.11,413,-36,169,31,-26,7,-24,-17,33,21,-5,21,31,-72,-22
MI169E,0,0,4,66995,209,578,499,-80,0,445,44,0,225,1041,3168,5477,6896,6245,4106,1810,1879,149,0,880,112,-4,614,628,628,628,573,4260,16,1381,63,2716,201,629,648,627,0,1091,1054,0,0,3,281.5,275.29,0.11,0.17,25.7,32.67,21.48,21.96,17.45,16.43,2.24,3.66,151.53,156.87,220.13,-666.84,6.47,110.81,882.77,88.85,813.4,15.18,-3.95,0.57,-1.63,-3.14,-4.68,-4.15,-2.5,-0.46,6,10,9.25,4.26,0.8,-6.41,142.7,944.29,222.43,-1168.6,-6.4,88.67,115.36,1106.31,96.54,1025.37,26.91,-6.98,-2.21,-5.43,-6.77,-6.46,-5.63,-3.02,0.31,9.43,11.86,10.14,3.94,-0.07,-15.74,142.11,1148.89,399,4,105,23,12,-23,6,30,89,27,-21,69,7,11,29
MI169S,0,0,5,67029,216,624,486,-34,0,461,44,0,225,1079,3168,5464,6875,6224,4094,1831,2007,139,0,1059,59,-14,555,527,527,527,494,4260,57,1381,118,2716,267,278,450,528,0,1100,1070,0,0,4,281.93,275.44,0.11,0.16,24.47,28.63,19.99,20.98,17.2,15.32,2.2,3.04,147.37,153.2,217.1,-762.45,7.62,113.4,899.07,90.19,815.74,14.58,-4.99,0.66,-1.96,-4.07,-5.8,-4.88,-2.76,-0.27,6.42,10.04,9.23,4.34,0.54,-7.93,146.88,954.78,217.28,-1284.77,-7.1,108.81,121.13,1145.11,99.87,1056.99,27.35,-7.75,-2.15,-6,-7.41,-7.68,-6.41,-3.22,1.26,9.76,11.93,10.16,3.95,-0.17,-16.9,149.68,1206.86,259,-55,79,-28,-55,-27,-36,22,83,12,2,60,53,12,-6
MI169W,0,0,5,66817,217,619,472,-40,0,459,43,0,221,1064,2960,5125,6493,5849,3808,1674,1879,143,0,1961,45,-10,474,471,471,471,496,4260,44,1381,100,2716,225,324,425,470,0,1093,1059,0,0,6,281.93,275.8,0.11,0.15,24.49,28.97,20.89,21.04,17.05,15.88,2.17,3.07,148.97,154.57,215.1,-714.1,7.11,112.83,908.06,89.85,818.38,14.45,-4.63,0.68,-1.76,-3.45,-5.39,-4.59,-2.56,-0.35,5.89,9.93,9.25,4.36,0.66,-7.07,146.36,943.87,218.02,-1224.89,-6.55,95.87,119.01,1134.82,98.83,1055.16,27.47,-7.42,-2.02,-5.61,-7,-7.17,-5.94,-3.06,1.04,9.76,11.99,10.17,3.96,-0.05,-15.97,147.28,1183.36,416,-164,190,-229,76,-103,-25,-55,20,-78,2,20,78,-61,-19
MI181N,0,0,0,59271,16,796,631,83,0,555,44,0,253,1352,3544,5831,7187,6562,4484,2149,1405,148,0,399,133,-2,1455,541,627,1132,1078,-1869,40,-660,52,-1188,-64,376,376,422,61,955,1007,0,0,4,283.35,278.73,0.14,0.21,28.71,36.23,24.16,25.5,21.18,18.24,2.53,4.98,154.37,160.14,189.23,-179.59,4.55,117.49,948.57,94.14,850.27,13.62,-1.08,1.52,-0.22,-0.88,-1.14,-1.14,-0.65,-0.11,4.83,9.85,9.69,5.35,2.27,-2.18,170.24,1004.02,219.21,-688.89,-11.98,94.05,120.72,1189.87,102.88,1112.14,29.34,-3.82,-1.69,-4.91,-4.35,-3.46,-2.54,-1.3,1.07,10.35,12.37,10.39,4.29,1.38,-13.31,145.48,1223.61,-634,-233,192,172,-58,-42,125,-20,23,-21,-68,-28,103,11,8
MI181E,0,0,1,59286,22,796,625,83,0,564,44,0,256,1395,3611,5895,7240,6622,4556,2208,1404,149,0,234,148,-1,1499,656,724,1151,1060,-1869,16,-660,39,-1188,-82,450,457,528,56,945,992,0,0,1,283.22,279.23,0.14,0.22,29.78,40.5,25.83,26.89,21.36,18.62,2.82,5.94,154.45,159.96,182.32,-158.87,4.5,118.39,981.88,96.64,902.06,13.86,-0.88,1.6,-0.08,-0.8,-0.89,-0.96,-0.62,-0.13,5.19,10.21,9.91,5.43,2.39,-1.79,169.16,1038.49,219.45,-667.79,-12.87,94.42,119.58,1175.97,102.34,1107.73,29.12,-3.77,-1.78,-4.48,-4.27,-3.22,-2.36,-1.21,0.88,10.27,12.32,10.37,4.26,1.41,-12.98,145.8,1213.7,-679,-108,72,167,-42,153,136,-85,-32,31,-72,-38,57,96,44
MI181S,0,0,0,59276,20,809,604,96,0,601,44,0,267,1470,3724,5997,7321,6712,4663,2301,1335,153,0,290,154,3,1483,725,767,1140,1055,-1823,3,-673,24,-1166,-89,547,585,600,60,938,981,0,0,1,283.53,279.3,0.12,0.22,33.48,43.11,29.03,29.54,24.81,22.15,2.72,5.26,155.89,160.79,190.02,-124.51,4,118.17,981.81,96.99,901.22,14.06,-0.6,1.7,0.05,-0.54,-0.76,-0.77,-0.5,-0.18,4.8,10.56,10.16,5.56,2.49,-1.52,169.75,1042.3,223.26,-581.64,-12.3,91.92,118.01,1160.47,101.25,1093.32,29.17,-3.24,-1.67,-4.35,-3.79,-2.76,-2.16,-1.1,0.57,9.98,12.28,10.33,4.3,1.55,-12.43,142.56,1189.21,-601,-120,135,86,-16,70,161,13,-27,-14,-18,-162,68,23,-35
MI181W,0,0,0,59245,13,802,607,88,0,571,44,0,258,1392,3603,5885,7230,6611,4542,2199,1306,151,0,379,147,1,1473,698,725,1154,1071,-1869,32,-660,22,-1188,-82,519,573,636,64,947,994,0,0,0,283.14,279.25,0.1,0.18,34.3,43.1,30.09,30.6,26.65,23.8,2.61,4.75,155.59,160.52,189.17,-118.12,4.25,118.05,974.46,96.23,876.66,13.65,-0.61,1.69,0.05,-0.54,-0.79,-0.75,-0.49,-0.14,5.18,10.19,9.79,5.45,2.45,-1.7,171.34,1014.96,220.36,-626.14,-12.17,91.52,119.4,1164.99,102.52,1106.61,29.02,-3.43,-1.71,-4.33,-3.92,-2.87,-2.17,-1.08,0.75,10.33,12.24,10.35,4.26,1.52,-12.51,144.89,1200.78,-587,-171,51,13,-54,173,65,-51,-77,31,-44,-8,102,9,-36
MI187N,0,0,0,59945,43,673,549,-36,0,708,44,0,287,1633,3971,6224,7504,6919,4913,2515,1325,146,0,322,105,-5,1355,627,630,723,626,-1384,28,237,84,-201,241,631,681,651,0,1045,1057,0,0,0,283.71,279.33,0.1,0.17,25.06,32.7,22.31,22.33,17.56,16.79,2.14,3.73,150.53,154.51,205.31,-468.4,7.15,120.84,1002.47,98.24,907.28,14.37,-3.04,1.35,-1.03,-2.06,-3.71,-2.99,-1.61,0.08,6.57,10.42,10.09,5.51,1.61,-6.18,162.36,1049.08,213.54,-1075.5,-12.46,110.01,124.14,1239.02,106.19,1161.77,28.94,-6.91,-1.85,-5.81,-6.48,-6.31,-5.09,-2.14,1.29,10.62,12.51,10.78,4.48,0.49,-16.59,151.82,1266.35,-71,56,-51,-90,-15,-57,-43,-70,58,-9,20,-34,42,-19,13
MI187E,0,0,0,59927,42,673,555,-36,0,722,44,0,291,1659,4010,6256,7528,6947,4948,2546,1332,143,0,406,12,-8,1340,610,609,716,640,-1417,32,197,89,-245,220,464,556,607,0,1042,1054,0,0,0,283.87,279.2,0.11,0.16,23.39,28.14,19.88,19.98,15.9,14.49,2.12,3.4,147.91,153.01,206.12,-524.85,7.38,121.65,1007.29,99.01,913.17,14.36,-3.33,1.33,-1.19,-2.39,-3.8,-3.29,-1.66,0.19,6.99,10.37,10.03,5.45,1.55,-6.32,162.32,1047.25,210.73,-1137.12,-12.42,121.44,126.94,1256.04,108.16,1182.93,28.98,-7.46,-1.84,-5.77,-6.67,-6.76,-5.43,-2.29,1.7,10.88,12.53,10.79,4.48,0.37,-17.42,154.45,1295.21,-60,84,27,-88,50,-60,-16,9,80,14,19,-38,45,-89,-3
MI187S,0,0,0,59854,35,658,544,-51,0,791,44,0,312,1798,4209,6415,7634,7076,5129,2717,1357,152,0,888,112,1,1214,551,551,551,601,-1489,42,109,99,-342,189,456,508,548,0,1036,1048,0,0,0,283.53,279.18,0.11,0.16,23.19,27.43,19.49,19.5,16.01,14.45,2.12,3.19,151.19,155.64,211.6,-433.26,5.58,119.12,993.51,98.23,916.13,14.64,-2.65,1.25,-1.11,-2.2,-3.01,-2.65,-1.5,-0.11,6.35,10.31,10.02,5.33,1.68,-4.96,155.31,1032.47,218.32,-981.87,-10.78,103.4,121.58,1219.73,104.92,1142.28,29.07,-6.11,-1.81,-5.19,-6.1,-5.44,-4.39,-2.05,1.18,10.29,12.48,10.78,4.47,0.64,-16.06,148.5,1249.33,-24,41,73,-103,76,31,-15,67,143,44,32,-2,38,-1,-18
MI187W,0,0,0,59862,37,658,552,-51,0,864,44,0,331,1957,4437,6599,7768,7234,5350,2920,1360,156,0,1177,112,5,1167,480,480,501,554,-1417,30,197,85,-245,205,536,483,481,0,1034,1041,0,0,0,283.39,278.89,0.11,0.15,23.35,27.44,19.55,20.16,15.7,14.7,2.06,3.13,152.49,156.22,209.99,-422.09,5.37,119,1005.22,99.11,934.73,14.78,-2.61,1.15,-1.11,-2.04,-2.55,-2.54,-1.5,-0.07,6.39,10.48,10.08,5.41,1.67,-4.48,158.44,1044.65,220.64,-975.8,-10.62,99.22,119.14,1200.64,103.03,1131.12,29.01,-5.79,-1.83,-4.93,-5.72,-5.27,-4.27,-2.07,0.71,10.02,12.47,10.78,4.48,0.57,-15.59,143.96,1223.38,-52,54,7,-65,9,-111,17,-76,95,0,25,-3,-10,9,16
MI193N,0,0,3,59912,110,708,547,-1,0,733,44,0,296,1672,4036,6240,7534,6948,4929,2563,1683,167,0,580,312,16,1228,908,933,1101,1002,-2674,-49,-337,-91,-1051,-118,501,653,880,26,974,972,0,0,4,282.88,279.46,0.11,0.18,31.7,37.98,28.59,27.81,23.53,21.99,2.4,3.78,161.19,165.25,204.37,-159.02,3.59,110.83,977.37,92.18,886.97,15.09,-0.93,1.41,-0.36,-0.83,-0.87,-0.86,-0.6,-0.18,4.92,10.74,10.17,5.4,2.4,-1.47,162.25,1009.46,228.42,-575.29,-5.84,71.12,106.95,1075.6,92.28,1015.27,28.16,-2.88,-1.76,-3.78,-3.84,-2.46,-1.93,-1.05,-0.09,7.1,12.28,10.6,4.43,1.45,-12.52,135.17,1102.04,-282,143,-22,-60,-19,61,77,-31,-24,46,-10,-53,-11,-24,-45
MI193E,0,0,3,59939,114,771,580,62,0,618,43,0,272,1445,3669,5900,7190,6584,4584,2245,1589,166,0,1098,312,15,1108,855,855,877,841,-2572,-91,-263,-102,-935,-125,472,553,869,8,965,960,0,0,3,282.62,279.07,0.12,0.21,29.79,35.62,25.21,25.82,20.61,19.19,2.39,4.12,161.14,164.79,204.1,-145.74,3.47,111.24,969.99,92.52,864.53,14.62,-0.84,1.34,-0.31,-0.81,-0.75,-0.83,-0.56,-0.21,4.81,10.39,9.98,5.23,2.44,-1.28,159.59,1000.88,230.27,-573.46,-5.19,68.98,107.36,1076.38,92.87,1016.84,28.54,-2.67,-1.59,-3.88,-3.8,-2.2,-1.78,-1.05,-0.09,7.22,12.3,10.36,4.36,1.54,-12.2,136.08,1098.24,-458,-93,136,8,2,-46,117,-77,-12,-19,-62,-31,27,-36,15
MI193S,0,0,5,59878,120,739,561,30,0,572,43,0,258,1340,3512,5777,7108,6497,4437,2110,1696,163,0,897,248,12,1129,751,755,934,868,-2653,-65,-357,-102,-1035,-123,536,484,772,10,972,970,0,0,4,282.72,278.77,0.12,0.19,28.95,34.24,25.6,24.9,20.5,18.3,2.39,3.87,160.52,164.05,206.3,-160.14,3.32,111.9,958.23,92.52,862.31,14.82,-0.96,1.38,-0.36,-0.86,-0.83,-0.9,-0.63,-0.17,5.03,10.55,10.02,5.22,2.43,-1.31,160.7,994.7,230.88,-586.22,-6.36,75.79,108.62,1086.63,93.42,1033.39,28.75,-2.82,-1.72,-3.81,-3.89,-2.33,-1.9,-1.07,-0.13,7.64,12.33,10.45,4.4,1.48,-12.4,135.3,1111.91,-402,124,30,63,-40,-33,93,-19,-4,8,-40,-22,76,-59,-20
MI193W,0,0,4,59851,118,728,566,19,0,741,44,0,296,1672,4069,6300,7547,6970,4999,2597,1630,165,0,511,312,14,1228,1005,1039,1139,1035,-2653,-27,-357,-92,-1035,-115,562,723,960,24,975,975,0,0,4,282.8,278.9,0.12,0.18,33.45,40.1,29.76,28.91,25.64,24.05,2.57,4.31,160.49,164.67,207.3,-151.46,3.26,111.33,973.37,92.55,900.12,14.87,-0.9,1.44,-0.27,-0.81,-0.85,-0.84,-0.59,-0.16,4.96,10.52,10.02,5.28,2.45,-1.36,163.86,997.06,227.84,-548.1,-6.22,71.95,107.63,1077.5,92.9,1022.66,27.96,-2.89,-1.77,-3.76,-3.74,-2.43,-1.92,-0.99,-0.11,7.37,12.15,10.52,4.4,1.49,-12.09,134.89,1101.41,-316,163,-118,-101,-36,145,0,12,-132,77,-56,11,34,8,-48
MI199N,0,0,12,62101,162,784,625,90,0,1045,42,0,414,2261,4752,6734,7748,7272,5560,3252,1405,155,0,2966,112,4,700,700,700,700,760,-2336,-26,-276,-1,-994,-10,577,703,699,0,1027,1026,0,0,9,283.64,279.48,0.12,0.18,28.06,35.99,23.24,24.4,18.84,17.36,2.48,3.95,152.72,156.64,199.73,-172.03,4.48,120.51,1062.01,100.62,972.24,15.16,-1.09,1.55,-0.25,-0.94,-1.05,-1.09,-0.6,0.02,6.94,10.62,10.45,5.68,2.44,-1.86,167.47,1068.88,220.03,-649.12,-8.39,82.42,117.59,1198.78,102.52,1140.4,31.09,-3.89,-1.42,-3.33,-4.24,-3.14,-2.53,-1.12,0.63,10.16,12.46,10.73,4.59,1.53,-11.49,142.89,1225.42,-768,58,-124,59,-48,78,11,-27,49,-27,-107,6,83,20,8
MI199E,0,0,9,62104,158,774,624,81,0,1081,42,0,425,2328,4834,6832,7788,7342,5693,3336,1420,155,0,3078,112,4,693,693,693,693,758,-2693,-8,-571,15,-1321,-12,691,669,691,0,1028,1029,0,0,9,283.75,280.01,0.13,0.17,29.26,37.32,23.16,24.1,19.46,16.93,2.56,4.46,152.87,157.01,196.43,-181.61,4.52,119.7,1061.32,100.36,968.1,15.28,-1.14,1.64,-0.27,-0.97,-1.25,-1.18,-0.66,0,6.87,10.63,10.47,5.62,2.44,-2.13,166,1073,219.5,-670.72,-8.72,85.11,117.86,1195.6,102.84,1142.75,31.09,-3.89,-1.37,-3.41,-4.3,-3.37,-2.49,-1.18,0.66,10.2,12.46,10.86,4.63,1.52,-11.75,142.97,1217.02,-722,68,-73,155,-77,116,77,11,6,27,-123,-46,0,-26,33
MI199S,0,0,5,61801,153,800,637,105,0,957,44,0,382,2091,4581,6673,7791,7249,5480,3065,1429,155,0,1895,112,4,735,735,735,735,745,-2723,-12,-597,-46,-1348,-149,726,692,733,0,1023,1025,1,0,7,283.74,280.1,0.14,0.19,30.81,39.79,24.63,25.1,20.51,18.31,2.61,4.86,153.58,157.37,197.44,-146.71,4.71,120.34,1067.15,102.05,980.28,14.98,-0.93,1.7,-0.19,-0.81,-0.94,-0.88,-0.5,0,7.02,10.84,10.5,5.75,2.68,-1.72,170.83,1079.41,220.29,-601.79,-7.93,82.76,117.37,1191.18,102.56,1138.56,30.84,-3.47,-1.41,-3.28,-3.98,-2.91,-2.19,-0.98,0.58,9.94,12.37,10.73,4.52,1.65,-11.41,142.87,1208.85,-682,18,-95,100,-89,34,64,6,-45,14,-102,-109,17,0,-32
MI199W,0,0,6,61792,158,781,635,86,0,951,43,0,381,2078,4566,6649,7728,7221,5419,3046,1414,154,0,2153,112,3,742,742,742,742,766,-2723,-44,-597,-72,-1348,-151,626,767,740,0,1018,1018,0,0,6,283.62,279.41,0.13,0.2,27.8,35.76,22.88,23.7,18.79,18.01,2.49,4.3,153.99,157.7,198.25,-158.06,4.92,119.27,1033.48,99.68,944.91,14.71,-0.97,1.53,-0.23,-0.85,-0.97,-0.94,-0.57,-0.01,6.89,10.6,10.32,5.56,2.57,-2.12,167.63,1051.44,220.46,-601.58,-7.87,80.96,117.32,1205.16,102.45,1137.47,30.77,-3.64,-1.44,-3.04,-3.97,-3,-2.27,-1.05,0.49,10.12,12.43,10.82,4.54,1.62,-11.43,143,1230.26,-710,52,-53,82,-17,45,-24,49,69,-52,-81,-43,77,0,19
MI211N,0,0,2,65520,122,637,490,-31,0,378,43,0,220,792,2593,4884,6352,5673,3494,1323,1718,154,0,1676,112,2,739,713,713,713,736,2377,-46,743,-36,1478,71,374,583,713,0,1059,1018,0,0,3,281.63,275.48,0.1,0.17,27.66,33.81,22.68,23.91,18.72,18.35,2.29,3.91,156.1,161.93,219.38,-357.18,5.03,109.32,860.71,87.33,789.04,13.87,-2.23,0.87,-0.95,-1.85,-2.12,-2.22,-1.46,-0.38,4.42,9.8,9.19,4.29,1.45,-3.07,143.11,908.93,229.27,-852.11,-4.62,70.25,110.91,1095.09,93.47,1013,27.55,-4.57,-1.98,-3.97,-5.25,-4.21,-3.6,-2.06,-0.02,8.92,12.13,10.28,4.01,0.69,-12.9,135.5,1115.84,248,-26,107,-78,3,20,76,-208,-20,-1,-29,36,34,-5,-0
MI211E,0,0,1,65707,120,647,522,-20,0,389,43,0,223,908,2823,5118,6569,5899,3741,1551,1636,144,0,1412,12,-8,673,625,625,625,633,2377,17,743,33,1478,150,283,554,617,0,1076,1043,0,0,1,281.87,274.74,0.11,0.17,24.8,30.48,20.98,21.59,17.51,16.13,2.26,3.58,149.24,155.81,220.02,-558.18,6.57,110.43,845.34,87.22,763.59,13.8,-3.74,0.67,-1.41,-3.03,-3.73,-3.52,-2.13,-0.47,5.07,9.74,9,4.02,1.05,-5.56,145.08,930.82,222.11,-1110.54,-6.61,98.44,117.37,1156.48,98.68,1070.68,27.51,-6.75,-2.15,-4.96,-6.62,-6.43,-5.19,-2.68,0.77,10.11,12.1,10.26,3.88,0.23,-15.54,143.35,1200.31,189,8,436,-12,44,88,-105,25,93,18,-2,15,60,106,-32
MI211S,0,0,3,65783,126,671,511,4,0,388,43,0,222,873,2692,4969,6422,5749,3587,1462,1684,143,0,1672,12,-9,688,615,615,615,639,2710,-15,881,14,1704,141,299,499,606,0,1074,1037,0,0,3,281.9,274.83,0.1,0.16,24.85,31.69,21.59,22.02,18.23,16.8,2.3,3.59,149.13,156.95,219.67,-485.02,6.53,109.14,820.83,85,732.54,13.57,-3.22,0.86,-1.13,-2.49,-3.25,-3.14,-1.98,-0.34,4.81,9.55,8.92,4.18,1.21,-4.8,148.72,897.24,221.09,-1020.86,-6.96,97.53,118.26,1155.04,98.96,1066.06,27.64,-6.02,-2.07,-4.58,-6.27,-5.87,-4.69,-2.38,0.92,10.08,12.08,10.22,3.93,0.48,-14.78,144.23,1195.98,66,-55,218,68,-90,89,-52,-94,5,42,-45,57,90,17,-54
MI211W,0,0,4,65627,129,612,494,-56,0,398,43,0,223,969,3032,5337,6768,6118,3982,1741,1601,156,0,1125,112,4,787,765,765,761,742,2543,-8,864,18,1650,132,341,625,753,0,1071,1032,0,0,3,281.61,275.96,0.11,0.17,26.85,33.26,21.46,23.73,17.69,17.15,2.24,3.74,154.23,161.2,219.79,-458.98,4.91,109.99,864.41,87.73,788.97,14.07,-2.74,0.81,-1.24,-2.22,-2.95,-2.79,-1.88,-0.39,4.66,9.95,9.29,4.3,1.25,-4.36,142.27,915.84,229.21,-984.48,-5.44,78.08,111.96,1099.5,94.67,1016.45,27.33,-5.41,-2.07,-4.55,-5.93,-5.03,-4.42,-2.33,0.06,9.17,12.04,10.23,4.01,0.36,-14.16,136.57,1126.8,359,-56,161,-120,4,38,4,-84,-10,38,-29,12,0,-20,-18
MI217N,0,0,0,60813,59,697,544,-5,0,439,43,0,222,1085,3136,5421,6823,6196,4084,1836,1304,150,0,1102,21,-1,947,425,510,749,755,-1480,70,-491,105,-851,59,346,346,347,0,1013,1037,0,0,0,282.74,277.19,0.11,0.18,22.73,27.61,19.13,20.36,15.9,14.52,2.2,2.98,150.01,157.32,212.54,-405.89,6.15,115.02,893.33,90.75,804.35,13.36,-2.77,1.08,-1.08,-2,-2.5,-2.46,-1.32,-0.22,4.91,9.79,9.37,4.74,1.61,-4.6,149.11,936.59,217.62,-992.24,-9.03,102.89,120.43,1191.15,103.69,1123.51,28.75,-6.14,-1.93,-5.27,-6.19,-5.26,-4.56,-2.05,0.91,10.59,12.4,10.6,4.31,0.62,-15.41,149.4,1231.34,-188,28,88,-108,-48,49,35,-59,-0,-26,-19,14,56,-3,-10
MI217S,0,0,3,60851,68,708,544,6,0,596,43,0,223,1495,3797,6058,7364,6776,4747,2376,1422,156,0,461,124,5,1066,704,807,957,947,-1404,34,-504,40,-822,1,435,418,451,0,996,1014,0,0,3,282.78,277.52,0.1,0.17,26.34,31.95,22.3,23.1,18.19,17.43,2.33,3.31,155.01,161.1,211.65,-280,5.61,112.5,899.6,89.67,812.37,13.69,-1.75,1.19,-0.72,-1.44,-1.61,-1.6,-0.98,-0.25,4.74,10.01,9.54,4.98,1.88,-2.72,156.21,944.71,226.56,-785.73,-8.56,88.41,115.44,1137.47,98.98,1071.77,28.49,-4.67,-1.92,-5.16,-5.11,-3.92,-3.17,-1.64,0.29,9.65,12.32,10.58,4.33,1.07,-14.37,139.58,1174.42,-207,156,35,-23,3,55,11,-60,32,-56,-22,28,48,-29,24
